LATITUDE,LONGITUDE,ELEVATION,DATE,TAVG,YEAR,MONTH,DAY,DAY_OF_WEEK,DAY_OF_YEAR
26.2,32.75,96.0,2010-04-04,31.7,2010,4,4,6,94
23.9667,32.7831,200.0,2001-12-05,15.1,2001,12,5,2,339
31.073,33.836,36.9,2016-11-06,18.4,2016,11,6,6,311
31.3331,27.2167,25.0,2014-02-28,14.7,2014,2,28,4,59
25.45,30.533,73.0,2016-01-06,13.9,2016,1,6,2,6
27.15,33.7167,16.0,2020-06-21,32.5,2020,6,21,6,173
27.15,33.7167,16.0,2019-08-19,32.9,2019,8,19,0,231
27.05,27.983,78.0,2017-03-22,21.3,2017,3,22,2,81
29.2,25.3167,-15.0,2018-06-01,28.3,2018,6,1,4,152
27.15,33.7167,16.0,2013-06-13,31.1,2013,6,13,3,164
27.15,33.7167,16.0,2003-12-07,17.4,2003,12,7,6,341
31.3331,27.2167,25.0,2003-02-17,19.0,2003,2,17,0,48
25.4831,29.0,107.0,2010-08-06,34.6,2010,8,6,4,218
28.083,30.733,40.0,2024-05-21,33.3,2024,5,21,1,142
25.45,30.533,73.0,2000-12-31,12.7,2000,12,31,6,366
27.15,33.7167,16.0,2017-01-17,18.1,2017,1,17,1,17
28.083,30.733,40.0,2001-10-07,23.6,2001,10,7,6,280
25.45,30.533,73.0,2006-04-08,25.2,2006,4,8,5,98
27.15,33.7167,16.0,2004-09-07,31.6,2004,9,7,1,251
31.3331,27.2167,25.0,2004-03-23,13.8,2004,3,23,1,83
25.4831,29.0,107.0,2004-09-24,28.1,2004,9,24,4,268
31.184,29.949,-1.8,2007-06-19,26.0,2007,6,19,1,170
31.073,33.836,36.9,2017-04-03,17.0,2017,4,3,0,93
26.2,32.75,96.0,2011-10-27,26.0,2011,10,27,3,300
28.083,30.733,40.0,2000-11-06,19.9,2000,11,6,0,311
23.9667,32.7831,200.0,2005-08-11,34.2,2005,8,11,3,223
23.9667,32.7831,200.0,2023-08-19,36.5,2023,8,19,5,231
27.15,33.7167,16.0,2015-10-07,29.7,2015,10,7,2,280
27.15,33.7167,16.0,2002-01-18,16.0,2002,1,18,4,18
28.083,30.733,40.0,2006-04-20,26.6,2006,4,20,3,110
25.45,30.533,73.0,2016-06-13,38.8,2016,6,13,0,165
27.15,33.7167,16.0,2005-03-21,22.2,2005,3,21,0,80
31.567,25.133,6.0,2007-11-18,17.6,2007,11,18,6,322
27.15,33.7167,16.0,2002-02-14,17.7,2002,2,14,3,45
27.15,33.7167,16.0,2011-02-14,17.0,2011,2,14,0,45
31.073,33.836,36.9,2002-02-06,14.7,2002,2,6,2,37
27.15,33.7167,16.0,2000-05-29,31.0,2000,5,29,0,150
31.184,29.949,-1.8,2013-11-02,22.7,2013,11,2,5,306
31.3331,27.2167,25.0,2020-11-14,19.7,2020,11,14,5,319
23.9667,32.7831,200.0,2003-09-23,31.3,2003,9,23,1,266
26.2,32.75,96.0,2012-01-18,13.2,2012,1,18,2,18
26.2,32.75,96.0,2010-01-28,16.0,2010,1,28,3,28
23.9667,32.7831,200.0,2000-09-27,30.3,2000,9,27,2,271
31.073,33.836,36.9,2016-05-17,20.9,2016,5,17,1,138
31.567,25.133,6.0,2012-02-03,11.6,2012,2,3,4,34
28.083,30.733,40.0,2012-09-25,25.3,2012,9,25,1,269
29.2,25.3167,-15.0,2011-03-03,19.1,2011,3,3,3,62
25.4831,29.0,107.0,2002-10-05,25.4,2002,10,5,5,278
29.2,25.3167,-15.0,2015-11-22,18.0,2015,11,22,6,326
31.073,33.836,36.9,2010-03-18,16.1,2010,3,18,3,77
25.4831,29.0,107.0,2003-05-08,26.6,2003,5,8,3,128
28.083,30.733,40.0,2015-10-15,26.2,2015,10,15,3,288
31.567,25.133,6.0,2005-06-11,22.8,2005,6,11,5,162
31.073,33.836,36.9,2017-10-19,24.6,2017,10,19,3,292
29.2,25.3167,-15.0,2000-05-10,24.7,2000,5,10,2,131
26.2,32.75,96.0,2011-08-02,33.7,2011,8,2,1,214
27.15,33.7167,16.0,2021-04-08,25.8,2021,4,8,3,98
25.45,30.533,73.0,2015-04-23,22.8,2015,4,23,3,113
31.073,33.836,36.9,2013-11-28,18.5,2013,11,28,3,332
31.3331,27.2167,25.0,2023-12-12,16.6,2023,12,12,1,346
29.2,25.3167,-15.0,2017-10-20,24.1,2017,10,20,4,293
31.567,25.133,6.0,2025-01-25,16.1,2025,1,25,5,25
31.3331,27.2167,25.0,2015-09-03,26.4,2015,9,3,3,246
31.184,29.949,-1.8,2007-03-02,13.7,2007,3,2,4,61
31.184,29.949,-1.8,2017-09-08,27.1,2017,9,8,4,251
29.2,25.3167,-15.0,2010-11-20,20.8,2010,11,20,5,324
31.073,33.836,36.9,2009-01-06,12.0,2009,1,6,1,6
28.083,30.733,40.0,2024-06-07,33.8,2024,6,7,4,159
31.567,25.133,6.0,2018-12-08,12.4,2018,12,8,5,342
31.184,29.949,-1.8,2017-11-23,18.0,2017,11,23,3,327
23.133,35.583,21.0,2023-12-11,27.3,2023,12,11,0,345
25.45,30.533,73.0,2024-03-26,18.1,2024,3,26,1,86
27.15,33.7167,16.0,2024-04-06,25.7,2024,4,6,5,97
25.4831,29.0,107.0,2018-06-22,36.3,2018,6,22,4,173
27.15,33.7167,16.0,2013-12-21,17.3,2013,12,21,5,355
31.073,33.836,36.9,2001-09-01,26.5,2001,9,1,5,244
31.567,25.133,6.0,2006-04-14,16.0,2006,4,14,4,104
31.073,33.836,36.9,2008-01-11,10.7,2008,1,11,4,11
25.45,30.533,73.0,2021-02-01,17.2,2021,2,1,0,32
27.05,27.983,78.0,2001-05-08,28.5,2001,5,8,1,128
27.15,33.7167,16.0,2004-04-05,20.9,2004,4,5,0,96
31.184,29.949,-1.8,2006-12-18,14.3,2006,12,18,0,352
26.2,32.75,96.0,2009-08-15,31.3,2009,8,15,5,227
23.9667,32.7831,200.0,2009-06-12,33.3,2009,6,12,4,163
31.3331,27.2167,25.0,2003-08-11,27.1,2003,8,11,0,223
28.083,30.733,40.0,2010-05-25,26.1,2010,5,25,1,145
31.184,29.949,-1.8,2001-05-10,19.8,2001,5,10,3,130
25.4831,29.0,107.0,2010-09-11,32.1,2010,9,11,5,254
26.2,32.75,96.0,2016-05-06,27.4,2016,5,6,4,127
25.4831,29.0,107.0,2006-09-05,28.4,2006,9,5,1,248
31.567,25.133,6.0,2006-08-03,25.8,2006,8,3,3,215
31.184,29.949,-1.8,2000-02-10,13.5,2000,2,10,3,41
31.567,25.133,6.0,2023-01-11,13.3,2023,1,11,2,11
31.073,33.836,36.9,2005-10-11,22.8,2005,10,11,1,284
31.567,25.133,6.0,2011-03-24,12.5,2011,3,24,3,83
26.2,32.75,96.0,2007-06-22,34.3,2007,6,22,4,173
25.4831,29.0,107.0,2005-05-31,31.9,2005,5,31,1,151
26.2,32.75,96.0,2005-01-10,13.4,2005,1,10,0,10
27.15,33.7167,16.0,2021-11-16,24.2,2021,11,16,1,320
27.15,33.7167,16.0,2005-12-17,18.2,2005,12,17,5,351
23.9667,32.7831,200.0,2004-06-07,36.9,2004,6,7,0,159
25.45,30.533,73.0,2016-06-23,33.3,2016,6,23,3,175
31.567,25.133,6.0,2002-08-02,27.5,2002,8,2,4,214
28.083,30.733,40.0,2002-07-19,32.4,2002,7,19,4,200
26.2,32.75,96.0,2010-04-09,25.2,2010,4,9,4,99
28.083,30.733,40.0,2009-02-17,12.6,2009,2,17,1,48
26.2,32.75,96.0,2008-03-04,19.4,2008,3,4,1,64
23.9667,32.7831,200.0,2011-04-27,30.7,2011,4,27,2,117
27.05,27.983,78.0,2009-04-25,23.9,2009,4,25,5,115
23.9667,32.7831,200.0,2018-12-29,8.7,2018,12,29,5,363
31.567,25.133,6.0,2018-11-17,17.0,2018,11,17,5,321
27.15,33.7167,16.0,2009-03-05,19.8,2009,3,5,3,64
26.2,32.75,96.0,2010-03-16,26.4,2010,3,16,1,75
31.073,33.836,36.9,2003-10-18,21.2,2003,10,18,5,291
25.4831,29.0,107.0,2003-11-18,21.3,2003,11,18,1,322
23.9667,32.7831,200.0,2003-10-19,30.3,2003,10,19,6,292
31.073,33.836,36.9,2004-03-10,14.3,2004,3,10,2,70
31.073,33.836,36.9,2007-11-17,18.3,2007,11,17,5,321
25.4831,29.0,107.0,2009-11-26,16.8,2009,11,26,3,330
31.184,29.949,-1.8,2020-01-12,14.4,2020,1,12,6,12
26.2,32.75,96.0,2012-02-14,24.1,2012,2,14,1,45
25.45,30.533,73.0,2008-09-04,31.2,2008,9,4,3,248
31.073,33.836,36.9,2002-11-13,18.7,2002,11,13,2,317
28.083,30.733,40.0,2008-01-25,11.0,2008,1,25,4,25
31.073,33.836,36.9,2007-08-12,26.8,2007,8,12,6,224
23.133,35.583,21.0,2008-10-06,30.2,2008,10,6,0,280
28.083,30.733,40.0,2000-10-31,19.7,2000,10,31,1,305
23.9667,32.7831,200.0,2006-12-07,16.3,2006,12,7,3,341
29.2,25.3167,-15.0,2009-05-28,26.1,2009,5,28,3,148
28.083,30.733,40.0,2002-03-23,22.6,2002,3,23,5,82
29.2,25.3167,-15.0,2006-03-09,12.7,2006,3,9,3,68
31.184,29.949,-1.8,2008-07-19,27.4,2008,7,19,5,201
27.15,33.7167,16.0,2015-07-13,31.1,2015,7,13,0,194
31.184,29.949,-1.8,2015-11-13,23.3,2015,11,13,4,317
26.2,32.75,96.0,2016-06-03,37.4,2016,6,3,4,155
31.3331,27.2167,25.0,2013-11-12,19.1,2013,11,12,1,316
25.4831,29.0,107.0,2018-03-22,23.7,2018,3,22,3,81
29.2,25.3167,-15.0,2009-03-29,17.3,2009,3,29,6,88
28.083,30.733,40.0,2003-05-15,29.8,2003,5,15,3,135
28.083,30.733,40.0,2020-06-21,30.5,2020,6,21,6,173
31.073,33.836,36.9,2008-06-12,24.4,2008,6,12,3,164
29.2,25.3167,-15.0,2003-10-24,27.5,2003,10,24,4,297
26.2,32.75,96.0,2023-01-07,15.3,2023,1,7,5,7
29.2,25.3167,-15.0,2001-04-14,19.8,2001,4,14,5,104
28.083,30.733,40.0,2023-06-04,30.0,2023,6,4,6,155
27.15,33.7167,16.0,2022-01-23,15.3,2022,1,23,6,23
25.45,30.533,73.0,2013-03-26,23.3,2013,3,26,1,85
29.2,25.3167,-15.0,2001-11-10,20.7,2001,11,10,5,314
25.45,30.533,73.0,2012-09-21,30.2,2012,9,21,4,265
25.4831,29.0,107.0,2010-03-25,19.9,2010,3,25,3,84
23.9667,32.7831,200.0,2004-09-07,33.7,2004,9,7,1,251
27.15,33.7167,16.0,2010-02-12,20.6,2010,2,12,4,43
31.073,33.836,36.9,2011-08-23,27.0,2011,8,23,1,235
25.45,30.533,73.0,2019-05-06,36.1,2019,5,6,0,126
31.073,33.836,36.9,2007-09-10,25.7,2007,9,10,0,253
31.3331,27.2167,25.0,2005-05-30,21.1,2005,5,30,0,150
29.2,25.3167,-15.0,2001-10-20,22.8,2001,10,20,5,293
23.9667,32.7831,200.0,2007-10-09,30.6,2007,10,9,1,282
31.184,29.949,-1.8,2000-03-09,14.8,2000,3,9,3,69
23.133,35.583,21.0,2014-01-18,21.3,2014,1,18,5,18
28.083,30.733,40.0,2009-11-18,17.9,2009,11,18,2,322
31.567,25.133,6.0,2000-01-03,10.9,2000,1,3,0,3
23.9667,32.7831,200.0,2009-04-10,24.9,2009,4,10,4,100
25.45,30.533,73.0,2007-08-03,34.7,2007,8,3,4,215
27.15,33.7167,16.0,2000-07-20,32.3,2000,7,20,3,202
27.15,33.7167,16.0,2016-10-13,28.1,2016,10,13,3,287
28.083,30.733,40.0,2005-09-30,26.6,2005,9,30,4,273
29.2,25.3167,-15.0,2008-07-15,31.4,2008,7,15,1,197
27.15,33.7167,16.0,2019-05-28,31.5,2019,5,28,1,148
27.15,33.7167,16.0,2009-12-31,18.3,2009,12,31,3,365
27.15,33.7167,16.0,2016-02-16,23.1,2016,2,16,1,47
23.133,35.583,21.0,2005-07-17,31.8,2005,7,17,6,198
25.4831,29.0,107.0,2017-06-22,31.8,2017,6,22,3,173
25.4831,29.0,107.0,2010-11-08,20.4,2010,11,8,0,312
31.073,33.836,36.9,2010-11-21,19.1,2010,11,21,6,325
31.567,25.133,6.0,2012-03-17,12.7,2012,3,17,5,77
28.083,30.733,40.0,2001-01-02,11.8,2001,1,2,1,2
29.2,25.3167,-15.0,2005-05-26,25.2,2005,5,26,3,146
28.083,30.733,40.0,2018-03-25,17.3,2018,3,25,6,84
29.2,25.3167,-15.0,2015-06-25,29.2,2015,6,25,3,176
27.15,33.7167,16.0,2016-05-14,34.9,2016,5,14,5,135
23.9667,32.7831,200.0,2017-09-22,33.4,2017,9,22,4,265
31.073,33.836,36.9,2003-02-03,14.0,2003,2,3,0,34
23.9667,32.7831,200.0,2010-12-25,20.1,2010,12,25,5,359
29.2,25.3167,-15.0,2010-01-10,18.4,2010,1,10,6,10
27.05,27.983,78.0,2007-08-06,30.6,2007,8,6,0,218
26.2,32.75,96.0,2009-07-24,34.4,2009,7,24,4,205
25.4831,29.0,107.0,2008-02-18,11.2,2008,2,18,0,49
27.05,27.983,78.0,2010-01-24,14.1,2010,1,24,6,24
27.05,27.983,78.0,2002-05-10,29.1,2002,5,10,4,130
25.45,30.533,73.0,2008-06-21,32.1,2008,6,21,5,173
31.3331,27.2167,25.0,2003-06-22,25.1,2003,6,22,6,173
31.073,33.836,36.9,2000-07-31,28.8,2000,7,31,0,213
28.083,30.733,40.0,2001-02-04,12.8,2001,2,4,6,35
25.45,30.533,73.0,2013-11-11,21.7,2013,11,11,0,315
29.2,25.3167,-15.0,2016-02-05,14.6,2016,2,5,4,36
31.073,33.836,36.9,2010-06-18,28.5,2010,6,18,4,169
23.9667,32.7831,200.0,2005-05-12,27.3,2005,5,12,3,132
25.4831,29.0,107.0,2008-01-07,13.6,2008,1,7,0,7
23.9667,32.7831,200.0,2006-08-24,36.0,2006,8,24,3,236
31.3331,27.2167,25.0,2021-08-20,27.9,2021,8,20,4,232
25.45,30.533,73.0,2001-06-02,34.8,2001,6,2,5,153
27.05,27.983,78.0,2011-09-14,27.1,2011,9,14,2,257
25.4831,29.0,107.0,2009-03-28,17.1,2009,3,28,5,87
25.45,30.533,73.0,2002-09-17,35.1,2002,9,17,1,260
31.073,33.836,36.9,2014-07-01,25.7,2014,7,1,1,182
31.184,29.949,-1.8,2009-07-02,26.8,2009,7,2,3,183
27.05,27.983,78.0,2009-10-27,23.2,2009,10,27,1,300
26.2,32.75,96.0,2016-09-10,34.2,2016,9,10,5,254
27.15,33.7167,16.0,2011-11-06,20.8,2011,11,6,6,310
23.9667,32.7831,200.0,2023-07-16,36.9,2023,7,16,6,197
23.133,35.583,21.0,2016-04-21,26.4,2016,4,21,3,112
23.9667,32.7831,200.0,2009-01-13,19.4,2009,1,13,1,13
31.184,29.949,-1.8,2000-08-08,26.6,2000,8,8,1,221
31.073,33.836,36.9,2013-04-26,20.0,2013,4,26,4,116
27.15,33.7167,16.0,2010-02-16,24.3,2010,2,16,1,47
23.133,35.583,21.0,2007-05-26,29.4,2007,5,26,5,146
23.133,35.583,21.0,2018-07-05,33.4,2018,7,5,3,186
23.9667,32.7831,200.0,2022-02-18,18.4,2022,2,18,4,49
31.184,29.949,-1.8,2014-05-28,23.1,2014,5,28,2,148
31.184,29.949,-1.8,2002-03-12,15.9,2002,3,12,1,71
29.2,25.3167,-15.0,2007-05-15,25.6,2007,5,15,1,135
27.15,33.7167,16.0,2024-07-13,37.2,2024,7,13,5,195
31.073,33.836,36.9,2007-05-01,17.6,2007,5,1,1,121
27.15,33.7167,16.0,2011-05-17,25.3,2011,5,17,1,137
29.2,25.3167,-15.0,2004-08-10,31.3,2004,8,10,1,223
23.9667,32.7831,200.0,2018-05-04,37.0,2018,5,4,4,124
27.15,33.7167,16.0,2001-09-10,30.9,2001,9,10,0,253
31.184,29.949,-1.8,2020-11-28,17.4,2020,11,28,5,333
31.3331,27.2167,25.0,2001-11-08,19.7,2001,11,8,3,312
23.9667,32.7831,200.0,2021-07-18,37.3,2021,7,18,6,199
25.45,30.533,73.0,2009-07-05,33.2,2009,7,5,6,186
23.9667,32.7831,200.0,2006-01-26,15.7,2006,1,26,3,26
31.184,29.949,-1.8,2011-01-18,14.9,2011,1,18,1,18
25.45,30.533,73.0,2003-10-06,29.1,2003,10,6,0,279
29.2,25.3167,-15.0,2014-04-03,18.9,2014,4,3,3,93
25.4831,29.0,107.0,2015-05-08,27.4,2015,5,8,4,128
23.133,35.583,21.0,2007-11-04,26.6,2007,11,4,6,308
31.567,25.133,6.0,2015-11-18,16.6,2015,11,18,2,322
25.45,30.533,73.0,2015-08-24,33.2,2015,8,24,0,236
31.073,33.836,36.9,2000-09-19,25.9,2000,9,19,1,263
25.4831,29.0,107.0,2002-08-24,30.2,2002,8,24,5,236
31.3331,27.2167,25.0,2009-10-14,25.3,2009,10,14,2,287
27.15,33.7167,16.0,2022-01-26,14.4,2022,1,26,2,26
28.083,30.733,40.0,2009-06-01,27.0,2009,6,1,0,152
31.567,25.133,6.0,2015-07-30,26.1,2015,7,30,3,211
25.4831,29.0,107.0,2017-12-21,20.3,2017,12,21,3,355
25.45,30.533,73.0,2003-02-23,16.8,2003,2,23,6,54
27.05,27.983,78.0,2014-07-23,33.7,2014,7,23,2,204
31.184,29.949,-1.8,2023-04-10,20.4,2023,4,10,0,100
31.3331,27.2167,25.0,2007-03-06,16.0,2007,3,6,1,65
31.073,33.836,36.9,2016-06-19,27.6,2016,6,19,6,171
23.9667,32.7831,200.0,2023-07-12,35.5,2023,7,12,2,193
25.4831,29.0,107.0,2009-01-21,15.7,2009,1,21,2,21
27.05,27.983,78.0,2019-10-09,32.3,2019,10,9,2,282
23.133,35.583,21.0,2006-02-07,23.8,2006,2,7,1,38
23.133,35.583,21.0,2006-01-14,17.6,2006,1,14,5,14
31.3331,27.2167,25.0,2024-07-06,27.3,2024,7,6,5,188
23.9667,32.7831,200.0,2000-02-20,17.8,2000,2,20,6,51
23.133,35.583,21.0,2010-02-05,17.4,2010,2,5,4,36
31.3331,27.2167,25.0,2001-06-01,21.8,2001,6,1,4,152
25.4831,29.0,107.0,2009-12-12,14.7,2009,12,12,5,346
31.073,33.836,36.9,2014-09-20,23.8,2014,9,20,5,263
25.45,30.533,73.0,2018-07-19,33.9,2018,7,19,3,200
25.4831,29.0,107.0,2012-04-27,26.8,2012,4,27,4,118
23.9667,32.7831,200.0,2014-05-29,35.0,2014,5,29,3,149
28.083,30.733,40.0,2004-02-20,11.7,2004,2,20,4,51
31.567,25.133,6.0,2014-10-07,23.0,2014,10,7,1,280
31.073,33.836,36.9,2006-10-28,19.4,2006,10,28,5,301
23.9667,32.7831,200.0,2000-07-30,38.9,2000,7,30,6,212
28.083,30.733,40.0,2024-08-18,31.3,2024,8,18,6,231
23.133,35.583,21.0,2008-01-05,19.4,2008,1,5,5,5
31.567,25.133,6.0,2001-09-04,26.8,2001,9,4,1,247
29.2,25.3167,-15.0,2003-08-12,30.2,2003,8,12,1,224
31.184,29.949,-1.8,2020-08-04,28.1,2020,8,4,1,217
31.3331,27.2167,25.0,2024-10-17,24.3,2024,10,17,3,291
23.9667,32.7831,200.0,2023-05-25,34.3,2023,5,25,3,145
27.15,33.7167,16.0,2012-07-05,31.1,2012,7,5,3,187
27.05,27.983,78.0,2018-06-10,33.0,2018,6,10,6,161
25.45,30.533,73.0,2013-10-24,23.5,2013,10,24,3,297
28.083,30.733,40.0,2008-06-24,31.1,2008,6,24,1,176
23.9667,32.7831,200.0,2012-04-28,29.7,2012,4,28,5,119
23.9667,32.7831,200.0,2002-01-03,14.3,2002,1,3,3,3
28.083,30.733,40.0,2008-07-01,30.5,2008,7,1,1,183
31.567,25.133,6.0,2024-06-09,28.2,2024,6,9,6,161
27.15,33.7167,16.0,2002-11-18,23.4,2002,11,18,0,322
31.3331,27.2167,25.0,2024-07-08,27.1,2024,7,8,0,190
28.083,30.733,40.0,2021-12-22,11.4,2021,12,22,2,356
25.45,30.533,73.0,2008-10-07,31.2,2008,10,7,1,281
31.073,33.836,36.9,2001-06-01,24.2,2001,6,1,4,152
31.567,25.133,6.0,2003-08-06,28.2,2003,8,6,2,218
23.133,35.583,21.0,2008-11-07,25.5,2008,11,7,4,312
31.3331,27.2167,25.0,2020-03-20,13.7,2020,3,20,4,80
23.133,35.583,21.0,2005-12-03,23.3,2005,12,3,5,337
31.073,33.836,36.9,2017-01-30,11.4,2017,1,30,0,30
25.45,30.533,73.0,2018-10-06,30.8,2018,10,6,5,279
25.4831,29.0,107.0,2010-06-04,30.2,2010,6,4,4,155
28.083,30.733,40.0,2012-02-03,10.2,2012,2,3,4,34
26.2,32.75,96.0,2015-01-28,19.6,2015,1,28,2,28
27.05,27.983,78.0,2017-08-09,33.3,2017,8,9,2,221
26.2,32.75,96.0,2004-08-11,33.1,2004,8,11,2,224
31.184,29.949,-1.8,2009-06-02,25.6,2009,6,2,1,153
25.4831,29.0,107.0,2003-10-21,26.1,2003,10,21,1,294
25.4831,29.0,107.0,2008-11-10,21.1,2008,11,10,0,315
27.05,27.983,78.0,2017-09-25,25.8,2017,9,25,0,268
29.2,25.3167,-15.0,2005-08-25,31.3,2005,8,25,3,237
26.2,32.75,96.0,2010-07-23,32.3,2010,7,23,4,204
31.567,25.133,6.0,2000-03-26,13.6,2000,3,26,6,86
31.184,29.949,-1.8,2001-03-22,17.4,2001,3,22,3,81
25.4831,29.0,107.0,2002-03-05,20.2,2002,3,5,1,64
27.05,27.983,78.0,2001-09-30,28.2,2001,9,30,6,273
25.45,30.533,73.0,2005-09-29,35.0,2005,9,29,3,272
31.073,33.836,36.9,2004-01-13,13.7,2004,1,13,1,13
23.133,35.583,21.0,2016-11-16,25.7,2016,11,16,2,321
29.2,25.3167,-15.0,2009-01-20,12.4,2009,1,20,1,20
29.2,25.3167,-15.0,2018-08-23,31.6,2018,8,23,3,235
25.45,30.533,73.0,2024-08-04,36.2,2024,8,4,6,217
28.083,30.733,40.0,2023-02-04,12.6,2023,2,4,5,35
25.45,30.533,73.0,2007-11-19,21.0,2007,11,19,0,323
27.15,33.7167,16.0,2006-11-26,20.0,2006,11,26,6,330
23.9667,32.7831,200.0,2000-06-11,35.9,2000,6,11,6,163
31.567,25.133,6.0,2003-08-20,27.1,2003,8,20,2,232
25.4831,29.0,107.0,2003-10-12,23.4,2003,10,12,6,285
27.15,33.7167,16.0,2009-12-07,18.8,2009,12,7,0,341
28.083,30.733,40.0,2004-05-21,22.5,2004,5,21,4,142
31.184,29.949,-1.8,2021-07-19,29.5,2021,7,19,0,200
31.3331,27.2167,25.0,2011-02-13,14.1,2011,2,13,6,44
31.184,29.949,-1.8,2002-06-01,22.8,2002,6,1,5,152
29.2,25.3167,-15.0,2000-03-29,21.3,2000,3,29,2,89
31.3331,27.2167,25.0,2005-07-27,25.7,2005,7,27,2,208
29.2,25.3167,-15.0,2001-06-07,25.3,2001,6,7,3,158
31.567,25.133,6.0,2002-12-18,16.6,2002,12,18,2,352
31.567,25.133,6.0,2000-05-11,19.7,2000,5,11,3,132
31.184,29.949,-1.8,2000-04-04,18.6,2000,4,4,1,95
31.184,29.949,-1.8,2011-05-24,23.8,2011,5,24,1,144
25.45,30.533,73.0,2005-02-13,11.7,2005,2,13,6,44
31.073,33.836,36.9,2004-11-17,21.2,2004,11,17,2,322
26.2,32.75,96.0,2007-09-02,32.4,2007,9,2,6,245
28.083,30.733,40.0,2014-08-05,30.7,2014,8,5,1,217
26.2,32.75,96.0,2014-11-17,21.1,2014,11,17,0,321
23.133,35.583,21.0,2024-03-24,24.2,2024,3,24,6,84
25.4831,29.0,107.0,2004-12-22,12.4,2004,12,22,2,357
31.567,25.133,6.0,2010-03-08,27.3,2010,3,8,0,67
27.15,33.7167,16.0,2005-04-21,27.1,2005,4,21,3,111
31.073,33.836,36.9,2005-11-25,16.6,2005,11,25,4,329
23.9667,32.7831,200.0,2010-05-29,30.7,2010,5,29,5,149
27.15,33.7167,16.0,2023-01-08,19.1,2023,1,8,6,8
31.184,29.949,-1.8,2005-12-07,16.8,2005,12,7,2,341
25.4831,29.0,107.0,2015-09-08,31.9,2015,9,8,1,251
23.9667,32.7831,200.0,2000-05-18,33.8,2000,5,18,3,139
25.45,30.533,73.0,2010-05-20,27.1,2010,5,20,3,140
23.9667,32.7831,200.0,2008-03-06,26.1,2008,3,6,3,66
31.3331,27.2167,25.0,2003-08-26,26.9,2003,8,26,1,238
27.05,27.983,78.0,2019-03-16,17.2,2019,3,16,5,75
28.083,30.733,40.0,2012-05-04,27.6,2012,5,4,4,125
31.184,29.949,-1.8,2020-03-25,17.4,2020,3,25,2,85
27.05,27.983,78.0,2018-03-12,18.8,2018,3,12,0,71
31.3331,27.2167,25.0,2013-10-07,21.5,2013,10,7,0,280
23.133,35.583,21.0,2005-12-12,26.4,2005,12,12,0,346
31.567,25.133,6.0,2010-03-06,16.7,2010,3,6,5,65
31.073,33.836,36.9,2017-10-01,25.6,2017,10,1,6,274
31.567,25.133,6.0,2014-08-26,28.9,2014,8,26,1,238
25.4831,29.0,107.0,2007-01-01,13.3,2007,1,1,0,1
29.2,25.3167,-15.0,2017-02-22,15.6,2017,2,22,2,53
28.083,30.733,40.0,2016-02-13,14.4,2016,2,13,5,44
26.2,32.75,96.0,2004-11-09,23.7,2004,11,9,1,314
23.9667,32.7831,200.0,2020-04-26,25.6,2020,4,26,6,117
25.45,30.533,73.0,2010-07-14,34.3,2010,7,14,2,195
25.45,30.533,73.0,2010-06-29,38.5,2010,6,29,1,180
23.9667,32.7831,200.0,2002-09-29,35.6,2002,9,29,6,272
27.05,27.983,78.0,2001-09-11,32.3,2001,9,11,1,254
28.083,30.733,40.0,2005-03-03,24.6,2005,3,3,3,62
31.3331,27.2167,25.0,2004-12-02,17.4,2004,12,2,3,337
31.3331,27.2167,25.0,2001-02-26,19.7,2001,2,26,0,57
27.15,33.7167,16.0,2018-08-27,31.8,2018,8,27,0,239
25.4831,29.0,107.0,2016-05-18,31.6,2016,5,18,2,139
25.45,30.533,73.0,2024-04-23,30.4,2024,4,23,1,114
28.083,30.733,40.0,2005-05-12,23.1,2005,5,12,3,132
31.073,33.836,36.9,2010-07-17,27.8,2010,7,17,5,198
25.45,30.533,73.0,2007-10-12,29.1,2007,10,12,4,285
28.083,30.733,40.0,2001-10-04,25.8,2001,10,4,3,277
31.567,25.133,6.0,2004-10-16,22.7,2004,10,16,5,290
31.073,33.836,36.9,2009-02-18,13.5,2009,2,18,2,49
25.45,30.533,73.0,2009-08-10,33.7,2009,8,10,0,222
31.184,29.949,-1.8,2010-06-26,24.7,2010,6,26,5,177
25.45,30.533,73.0,2010-04-05,25.8,2010,4,5,0,95
28.083,30.733,40.0,2001-08-27,28.6,2001,8,27,0,239
27.05,27.983,78.0,2011-10-27,23.7,2011,10,27,3,300
31.567,25.133,6.0,2021-04-21,15.4,2021,4,21,2,111
28.083,30.733,40.0,2016-11-22,18.3,2016,11,22,1,327
31.567,25.133,6.0,2009-08-21,25.2,2009,8,21,4,233
23.133,35.583,21.0,2025-02-02,21.2,2025,2,2,6,33
28.083,30.733,40.0,2023-07-27,33.2,2023,7,27,3,208
23.9667,32.7831,200.0,2005-08-16,36.8,2005,8,16,1,228
31.567,25.133,6.0,2004-01-19,12.9,2004,1,19,0,19
23.9667,32.7831,200.0,2007-09-30,29.2,2007,9,30,6,273
25.4831,29.0,107.0,2002-05-22,28.4,2002,5,22,2,142
23.9667,32.7831,200.0,2006-11-14,19.0,2006,11,14,1,318
31.567,25.133,6.0,2004-06-24,24.7,2004,6,24,3,176
31.073,33.836,36.9,2011-07-06,25.5,2011,7,6,2,187
31.567,25.133,6.0,2025-02-19,14.5,2025,2,19,2,50
